,source,author,title,description,url,urlToImage,publishedAt,content
58,"{'id': 'business-insider', 'name': 'Business Insider'}",insider@insider.com (Carla Mozée),"Sell any rally in the stock market as fallout from Silicon Valley Bank's failure isn't over after government intervention, Morgan Stanley's chief stock strategist says","Be wary of stock market bounces for now as banks come under earnings pressure, Morgan Stanley's Mike Wilson said.",https://markets.businessinsider.com/news/stocks/silicon-valley-bank-svb-stock-market-morgan-stanley-sell-rallies-2023-3,https://i.insider.com/62f2b4a6cc15bf00182fa3a2?width=1200&format=jpeg,2023-03-13T19:20:03Z,"The US government's work to prevent widespread bank runs after Silicon Valley Bank's implosion may soothe the stock market, but Morgan Stanley suggests investors should sell bounces for the time bein… [+2432 chars]"
59,"{'id': 'business-insider', 'name': 'Business Insider'}",prosen@insider.com (Phil Rosen),Billionaire investor Ray Dalio says the Silicon Valley Bank failure marks a 'canary in the coal mine' that will have repercussions beyond the VC world,"The current phase of the economic cycle could see more firms forced to sell assets at a loss, precisely the factor that sparked the fall of SVB.",https://markets.businessinsider.com/news/stocks/ray-dalio-silicon-valley-bank-failure-markets-economy-fed-rates-2023-3,https://i.insider.com/62ab6cb78eacc300192e0d5a?width=1200&format=jpeg,2023-03-14T19:01:31Z,"Billionaire investing veteran Ray Dalio said the Silicon Valley Bank failure marks a ""canary in the coal mine"" moment that will spark steep repercussions across the financial world. 
In his newslett… [+2288 chars]"
60,"{'id': 'business-insider', 'name': 'Business Insider'}",insider@insider.com (Cheryl Teh),GOP House Oversight chairman James Comer criticizes Silicon Valley Bank as 'one of the most woke banks',"""We see now coming out they were one of the most woke banks in their quest for the ESG-type policy and investing,"" Comer said on Sunday.",https://www.businessinsider.com/james-comer-woke-silicon-valley-bank-2023-3,https://i.insider.com/640eaf04ff11870018c4f1b5?width=1200&format=jpeg,2023-03-13T08:28:19Z,"GOP Rep. James Comer, the chairman of the House Oversight Committee, slammed Silicon Valley Bank, or SVB, as ""one of the most woke banks"" in the US.
""We see now coming out they were one of the most … [+2412 chars]"
61,"{'id': 'business-insider', 'name': 'Business Insider'}",ajoyner@businessinsider.com (April Joyner),"More than 110 VC firms, led by General Catalyst, are banding together in support of Silicon Valley Bank",General Catalyst CEO Hemant Taneja organized a statement of support for Silicon Valley Bank that has been signed by more than 110 VC firms.,https://www.businessinsider.com/silicon-valley-bank-general-catalyst-vc-firms-support-statement-2023-3,https://i.insider.com/5abbe76053dd8e27008b4948?width=1200&format=jpeg,2023-03-11T21:34:03Z,"Venture capital firms are expressing their support for the fallen Silicon Valley Bank, which US regulators shut down on Friday.
""Silicon Valley Bank has been a trusted and long-time partner to the v… [+2226 chars]"
62,"{'id': None, 'name': 'Boing Boing'}",Thom Dunn,Wall Street Journal ponders: did diversity cause the collapse of Silicon Valley Bank?,"In a Wall Street Journal op-ed titled ""Who Killed Silicon Valley Bank?"" Andy Kessler writes:




Was there regulatory failure? Perhaps. SVB was regulated like a bank but looked more like a money-market fund. Then there's this: In its proxy statement, SVB note…",https://boingboing.net/2023/03/14/wall-street-journal-ponders-did-diversity-cause-the-collapse-of-silicon-valley-bank.html,https://i0.wp.com/boingboing.net/wp-content/uploads/2023/03/3003_Tasman_Drive.jpg?fit=1200%2C694&ssl=1,2023-03-14T14:14:40Z,"In a Wall Street Journal op-ed titled ""Who Killed Silicon Valley Bank?"" Andy Kessler writes:
Was there regulatory failure? Perhaps. SVB was regulated like a bank but looked more like a money-market … [+1904 chars]"
63,"{'id': 'business-insider', 'name': 'Business Insider'}",tmohamed@insider.com (Theron Mohamed),"Legendary investor Carl Icahn warns of more SVB-style fiascos, sounds the inflation alarm, and predicts stocks will tumble","Icahn said Silicon Valley Bank's failure signals a wider problem of reckless spending and bad bosses, and urged the Fed to hike interest rates.",https://markets.businessinsider.com/news/stocks/carl-icahn-svb-stock-market-outlook-inflation-fed-interest-rates-2023-3,https://i.insider.com/5ea6907ba2fd9167ac794a84?width=1200&format=jpeg,2023-03-15T13:02:42Z,"Carl Icahn has called on the Federal Reserve to keep hiking interest rates until it crushes inflation, and framed Silicon Valley Bank's failure as part of a wider problem of reckless spending and med… [+2527 chars]"
64,"{'id': 'business-insider', 'name': 'Business Insider'}",tmohamed@insider.com (Theron Mohamed),'Big Short' investor Michael Burry blames SVB's collapse on greed and recklessness - and draws parallels with the dot-com and housing crashes,"Michael Burry blasted Silicon Valley Bank's bosses for the lender's failure, and hinted bailouts lead to asset bubbles, inflation, and other headaches.",https://markets.businessinsider.com/news/stocks/big-short-michael-burry-svb-bank-crisis-dotcom-housing-crash-2023-3,https://i.insider.com/6033c7b4bed5c50011a2bcae?width=1200&format=jpeg,2023-03-13T09:31:13Z,"Michael Burry has blasted Silicon Valley Bank's bosses for their recklessness, and compared the fiasco to the dot-com and housing crashes.
""2000, 2008, 2023, it is always the same,"" the investor of … [+2966 chars]"
65,"{'id': 'business-insider', 'name': 'Business Insider'}","sacevedo@insider.com (Sophia Acevedo, CEPF)",What to know if your bank shuts down,"Learn what happens if your bank fails and how the FDIC protects up to $250,000 per depositor, per ownership category in bank accounts.",https://www.businessinsider.com/personal-finance/what-happens-if-my-bank-fails,https://i.insider.com/640f43dda3b2a10018b2ae79?width=1200&format=jpeg,2023-03-13T17:20:46Z,"Our experts choose the best products and services to help make smart decisions with your money (here's how). In some cases, we receive a commission from our partners; however, our opinions are our ow… [+6725 chars]"
66,"{'id': 'business-insider', 'name': 'Business Insider'}",sdelouya@insider.com (Samantha Delouya),A popular kids' toy store is begging customers for cash because its money is tied up in SVB. It's one of thousands of startups that now faces uncertainty.,"Venture-backed toy store Camp is unloading merchandise for 40% off, using the code ""BANKRUN,"" to raise funds after SVB's implosion.",https://www.businessinsider.com/camp-toy-store-bankrun-promo-code-silicon-valley-bank-collapse-2023-3,https://i.insider.com/640b994d8223480018d5a918?width=1200&format=jpeg,2023-03-10T22:32:43Z,"Companies tied up in Silicon Valley Bank's orbit are feeling the sting of the bank's collapse. Camp, a venture-backed, interactive toy store with locations in New York, New Jersey, and California, is… [+1511 chars]"
67,"{'id': 'cnn', 'name': 'CNN'}",Stephen Collinson,"Analysis: America's biggest problem is its politics, not its banks",The dramatic meltdown of Silicon Valley Bank is proving one thing for sure -- the biggest systemic risk to the United States lies not in its banking system but in its polarized politics.,https://www.cnn.com/2023/03/14/politics/american-banking-politics-svb-analysis/index.html,"https://media.cnn.com/api/v1/images/stellar/prod/230314000551-dome-of-capitol-031423.jpg?c=16x9&q=w_800,c_fill",2023-03-14T04:44:58Z,"The dramatic meltdown of Silicon Valley Bank is proving one thing for sure the biggest systemic risk to the United States lies not in its banking system but in its polarized politics.
So far, the Bi… [+10119 chars]"
68,"{'id': 'business-insider', 'name': 'Business Insider'}",insider@insider.com (Bethany Biron),Control of Silicon Valley Bank up for auction as federal officials weigh protecting uninsured deposits after collapse,"An auction for the failed bank is now underway, as officials consider protecting depositors as they rush to find solutions before market open.",https://www.businessinsider.com/silicon-valley-bank-auction-collapse-deposit-protection-2023-3,https://i.insider.com/640e2196ff11870018c4e847?width=1200&format=jpeg,2023-03-12T19:11:24Z,"An auction for control of the failed Silicon Valley Bank is now underway and federal officials are seeking ways to protect all deposits, according to the Washington Post. 
The Federal Deposit Insura… [+1365 chars]"
69,"{'id': 'business-insider', 'name': 'Business Insider'}",insider@insider.com (Sindhu Sundar),NYPD called to Silicon Valley Bank branch to respond to 'disorderly group' after SVB's shocking collapse,"Police responded to a call of a ""disorderly group"" gathered at the Silicon Valley Bank branch in New York City after SVB collapsed, the NYPD said.",https://www.businessinsider.com/silicon-valley-bank-svb-new-york-branch-nypd-failure-2023-3,https://i.insider.com/639211968580f70019f80563?width=1200&format=jpeg,2023-03-10T21:42:07Z,"Silicon Valley Bank's shocking collapse on Friday saw more drama as police arrived at its New York office to field a complaint about a ""disorderly group.""  
People had apparently gathered at the ban… [+835 chars]"
70,"{'id': 'business-insider', 'name': 'Business Insider'}",lvaranasi@insider.com (Lakshmi Varanasi),Roku discloses it has $487 million in deposits at failed Silicon Valley Bank. That’s 26% of its cash.,"Streaming company Roku said in an SEC filing that it held nearly a half-billion dollars at failed bank SVB, highlighting the worries across tech.",https://www.businessinsider.com/roku-held-one-quarter-of-cash-at-silicon-valley-bank-2023-3,https://i.insider.com/640bb7378b8d9b0018cac8c6?width=1200&format=jpeg,2023-03-10T23:13:09Z,"Streaming company Roku disclosed Friday that it had $487 million parked in now-failed Silicon Valley Bank that's 26% of the company's cash.
The disclosure only adds to the alarm surrounding tech com… [+1344 chars]"
71,"{'id': 'business-insider', 'name': 'Business Insider'}",mchittum@insider.com (Morgan Chittum),The 'mother of all moral hazards': economist Nouriel Roubini cheers the demise of banks with ties to the crypto industry,"The economist said the government's decision to backstop losses for Signature Bank was akin to ""rewarding scammers"" and ""con men.""",https://markets.businessinsider.com/news/currencies/nouriel-roubini-crypto-market-crash-signature-bank-svb-dr-doom-2023-3,https://i.insider.com/6329ebc04f9291001883dd7f?width=1200&format=jpeg,2023-03-13T17:29:41Z,"There's at least one pundit who won't be losing any sleep over the biggest bank failure since the 2008 financial crisis. 
Silicon Valley Bank, Silvergate, and Signature have all closed in quick succ… [+1492 chars]"
72,"{'id': 'business-insider', 'name': 'Business Insider'}",stabahriti@insider.com (Sam Tabahriti),"Silicon Valley Bank workers were paid bonuses just hours before it collapsed, report says","CNBC reported that employees received their annual bonuses on Friday, just hours before regulators shut down America's 16th-largest bank.",https://www.businessinsider.com/silicon-valley-bank-workers-paid-bonuses-hours-before-collapsed-report-2023-3,https://i.insider.com/640da603ff11870018c4e46a?width=1200&format=jpeg,2023-03-12T10:25:00Z,"Silicon Valley Bank workers were paid annual bonuses just hours before the bank collapsed, according to a report by CNBC.
The payments were for 2022, unnamed sources told the outlet, and had been pr… [+1613 chars]"
73,"{'id': 'business-insider', 'name': 'Business Insider'}",ddefrancesco@businessinsider.com (Dan DeFrancesco),Wall Street reacts to Silicon Valley Bank's bailout,"The initial reaction to the bailout of Silicon Valley Bank has not been kind to regional banks, which have seen their share price get brutalized.",https://www.businessinsider.com/silicon-valley-bank-bailout-still-causing-unease-on-wall-street-2023-3,https://i.insider.com/640f7e7bf724e7001800d025?width=1200&format=jpeg,2023-03-14T11:30:00Z,"Hey there! Dan DeFrancesco in NYC.
When federal regulators stepped in to guarantee deposits at Silicon Valley Bank and Signature Bank late Sunday (more on that here), the goal was simple: Ease the p… [+3106 chars]"
74,"{'id': None, 'name': 'The Atlantic'}",Annie Lowrey,Silicon Valley Bank’s Failure Is Now Everyone’s Problem,"If it gets bailed out, will every bank be too big to fail?",https://www.theatlantic.com/ideas/archive/2023/03/let-silicon-valley-bank-go-under/673360/?utm_source=feed,,2023-03-10T23:55:00Z,"Whispers about insolvency. A bank run. A desperate attempt to raise funds. A bank failure. Market gyrations. Concerns about financial contagion.History is repeating itself. Today, California regulato… [+5585 chars]"
75,"{'id': 'business-insider', 'name': 'Business Insider'}",jbort@insider.com (Julie Bort),"From using multiple banks to managing VC relationships, these are the 5 lessons every founder should have learned from the Silicon Valley Bank nightmare","Now that the Silicon Valley Bank crises has deescalated, tech founders should learn to avoid the traps that could have sunk them.",https://www.businessinsider.com/5-lessons-every-founder-should-have-learned-from-silicon-valley-bank-2023-3,https://i.insider.com/640b994d8223480018d5a918?width=1200&format=jpeg,2023-03-14T21:13:18Z,"With the most immediate crises from the Silicon Valley Bank run averted in as elegant a way as possible, founders can wipe the sweat from their brow and focus on what they learned that will protect t… [+5779 chars]"
76,"{'id': 'business-insider', 'name': 'Business Insider'}",prosen@insider.com (Phil Rosen),"Silicon Valley Bank's issues were hiding in plain sight, and its collapse damages the Fed's reputation as a regulator, DataTrek says","The Fed's reputation can recover if this is a one-off, but if more banks close down, additional bank regulations could emerge, DataTrek said.",https://markets.businessinsider.com/news/stocks/silicon-valley-bank-fed-bailout-finance-markets-datatrek-dodd-frank-2023-3,https://i.insider.com/6356f0549a7e0a001853dd66?width=1200&format=jpeg,2023-03-13T13:03:58Z,"Silicon Valley Bank's problem's shouldn't have come as a surprise to the Federal Reserve, which faces damage to its reputation as a regulator, according to DataTrek Research. 
SVB's stunning collaps… [+1738 chars]"
77,"{'id': 'business-insider', 'name': 'Business Insider'}",fdemott@insider.com (Filip De Mott),'Shark Tank' star Kevin O'Leary says he will never buy a bank stock again as Biden has essentially nationalized the industry post-SVB,"""If you thought putting your money into bank stocks was a good idea, you should change your mind this morning — forever.""",https://markets.businessinsider.com/news/stocks/shark-tank-kevin-oleary-bank-stock-regulated-svb-collapse-biden-2023-3,https://i.insider.com/640f7440f724e7001800cd10?width=1200&format=jpeg,2023-03-13T20:23:17Z,"""Shark Tank"" star Kevin O'Leary said he would not invest in bank stocks in the aftermath of the Silicon Valley Bank failure last week.  
The chairman of O'Leary Ventures told CNN on Monday that the … [+1808 chars]"
78,"{'id': 'google-news', 'name': 'Google News'}",,Silicon Valley Bank’s Toronto branch seized by Canada’s banking regulator amid collapse - Global News,"<ol><li>Silicon Valley Bank’s Toronto branch seized by Canada’s banking regulator amid collapse  Global News
</li><li>Silicon Valley Bank collapse sets off panic in tech, banking sectors  CBC News: The National
</li><li>Canada's top banking regulator takes …",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vZ2xvYmFsbmV3cy5jYS9uZXdzLzk1NDcxMzgvc2lsaWNvbi12YWxsZXktYmFuay1jb2xsYXBzZS1jYW5hZGEtb3NmaS_SAVBodHRwczovL2dsb2JhbG5ld3MuY2EvbmV3cy85NTQ3MTM4L3NpbGljb24tdmFsbGV5LWJhbmstY29sbGFwc2UtY2FuYWRhLW9zZmkvYW1wLw?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-13T11:55:42Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
79,"{'id': 'business-insider', 'name': 'Business Insider'}",fdemott@insider.com (Filip De Mott),"SVB's Greg Becker previously asked Congress to ease regulatory oversight on the bank, citing its own 'strong risk management practices'","""SVB, like our mid-sized bank peers, does not present systemic risks,"" CEO Greg Becker wrote in 2015.",https://markets.businessinsider.com/news/stocks/silicon-valley-bank-svb-ceo-greg-becker-dodd-frank-law-2023-3,https://i.insider.com/640a88b29ef79f0018287848?width=1200&format=jpeg,2023-03-13T14:45:30Z,"Before Silicon Valley Bank collapsed last week, CEO Greg Becker lobbied Congress to ease regulatory rules on the lender and others of its size, The Lever reported.
In 2015, he wrote to the Senate as… [+2396 chars]"
80,"{'id': 'business-insider', 'name': 'Business Insider'}",gglover@insider.com (George Glover),Silicon Valley Bank crisis: Everything you need to know about SVB Financial as its share collapse rattles major stocks,"Turmoil at the little known Silicon Valley Bank is dragging on some of the US's best-known blue-chip companies, including JPMorgan and Bank of America.",https://markets.businessinsider.com/news/stocks/svb-silicon-valley-bank-collapse-jpmorgan-morgan-stanley-bank-stocks-2023-3,https://i.insider.com/640b14899ef79f0018287df1?width=1200&format=jpeg,2023-03-10T13:04:27Z,"A little known California bank has become the biggest story in markets right now as its stock-price crash drags on the biggest names in US banking, including JPMorgan and Bank of America.
Here's eve… [+3871 chars]"
81,"{'id': 'business-insider', 'name': 'Business Insider'}",bgriffiths@insider.com (Brent D. Griffiths),Americans broadly support Biden bailing out Silicon Valley Bank even if Washington can't agree if it was a bailout: poll,"For now, polling suggests that there is no broader partisan split on the Biden administration's actions.",https://www.businessinsider.com/svb-bailout-polling-silicon-valley-bank-collapse-americans-response-2023-3,https://i.insider.com/640f5190a3b2a10018b2b262?width=1200&format=jpeg,2023-03-14T17:52:29Z,Early polling shows Americans broadly support the Biden administration's decision to bail out Silicon Valley Bank even if the White House and parts of Washington bristles at the use of the b-word ami… [+3494 chars]
82,"{'id': 'business-insider', 'name': 'Business Insider'}",ktangalakislippert@insider.com (Katherine Tangalakis-Lippert),Elizabeth Warren says the millions in bonuses Silicon Valley Bank executives took home last year should be recovered by regulators: 'We should claw all that back',"""Prosecutors and regulators should investigate whether any executives engaged in insider trading ‌or broke other civil or criminal laws,"" Warren wrote in The New York Times.",https://www.businessinsider.com/svb-executives-financial-legal-consequences-elizabeth-warren-nyt-oped-2023-3,https://i.insider.com/640fc068f724e7001800d97b?width=1200&format=jpeg,2023-03-14T01:44:37Z,"Following the closure of Silicon Valley Bank and Signature Bank this week by regulators aiming to prevent financial collapse, Senator Elizabeth Warren is arguing executives should face legal and mone… [+1351 chars]"
83,"{'id': 'business-insider', 'name': 'Business Insider'}",mfox@businessinsider.com (Matthew Fox),US stocks fall as investors brace for further impacts of Silicon Valley Bank's collapse,Goldman Sachs now expects the Fed to pause its rate hikes at next week's FOMC meeting as uncertainty related to the SVB's collapse soars.,https://markets.businessinsider.com/news/stocks/stock-market-news-today-investors-digest-silicon-valley-bank-collapse-2023-3,https://i.insider.com/6348425ff900fa001814c580?width=1200&format=jpeg,2023-03-13T13:43:37Z,"US stocks were lower on Monday after the Federal Reserve and US Treasury announced emergency measures to stop the spread of potential bank runs following the collapse of Silicon Valley Bank.
The mea… [+1210 chars]"
84,"{'id': 'business-insider', 'name': 'Business Insider'}",rhogg@insider.com (Ryan Hogg),"Paul Krugman says Silicon Valley Bank could've been called the 'Schmoozing and Vibes Bank,' but it's probably not another 'Lehman moment'","The famed economist said the lender's issues were likely isolated from the wider financial system, but he did fear the effects on the VC ecosystem.",https://www.businessinsider.com/paul-krugman-svb-shmoozing-vibes-bank-not-new-lehman-moment-2023-3,https://i.insider.com/5e835b4e2d41c148a2717882?width=1200&format=jpeg,2023-03-11T14:00:00Z,"Paul Krugman has played down the threat posed by Silicon Valley Bank's collapse to the financial sector, suggesting the startup lender was more a ""Schmoozing and Vibes Bank"" than the new Lehman Broth… [+1862 chars]"
85,"{'id': None, 'name': 'NPR'}",Bill Chappell,Watch live: Biden discusses the Silicon Valley Bank's meltdown and the U.S. economy,"""I will deliver remarks on how we will maintain a resilient banking system to protect our historic economic recovery,"" President Biden said.",https://www.npr.org/2023/03/13/1163046482/watch-live-biden-discusses-the-silicon-valley-banks-meltdown-and-the-u-s-economy,https://media.npr.org/assets/img/2023/03/13/gettyimages-1472651831_wide-bf16d8ffdd16fd6770edea1526028094305bda73-s1400-c100.jpg,2023-03-13T12:54:12Z,"A Brinks armored truck sits in front of the shuttered Silicon Valley Bank headquarters in Santa Clara, Calif., on March 10. Regulators shut the bank down and say all deposits are backstopped.
Justin… [+1788 chars]"
86,"{'id': 'business-insider', 'name': 'Business Insider'}",asheffey@businessinsider.com (Ayelet Sheffey),Elizabeth Warren and Katie Porter are reportedly taking the first step in repealing the Trump-era banking law they blamed for Silicon Valley Bank's collapse,Warren and Porter were among Democrats blaming the SVB collapse on a 2018 law that rolled back banking regulations. They have a bill to repeal it.,https://www.businessinsider.com/silicon-valley-bank-porter-warren-repeal-trump-era-dodd-frank-2023-3,https://i.insider.com/6197be51432ef900197cdf83?width=1200&format=jpeg,2023-03-14T20:39:10Z,"Democratic lawmakers are introducing legislation intended to stop a failure like Silicon Valley Bank (SVB) from happening again.
NBC first reported on Tuesday that Massachusetts Sen. Elizabeth Warre… [+1914 chars]"
87,"{'id': 'business-insider', 'name': 'Business Insider'}",ztayeb@businessinsider.com (Zahra Tayeb),Bitcoin rises and crypto market tops $1 trillion again after US regulators bail out SVB customers,"Bitcoin's price jumped in a broad-based rally for cryptocurrencies Monday, after US regulators stepped in to bail out customers with money in Silicon Valley Bank.",https://markets.businessinsider.com/news/currencies/crypto-bitcoin-silicon-valley-bank-svb-customer-bailout-regulators-2023-3,https://i.insider.com/63cea91bb9a04b0019eda8e3?width=1200&format=jpeg,2023-03-13T11:44:18Z,"Bitcoin's price jumped in a broad-based rally for cryptocurrencies Monday, after US regulators stepped in to bail out customers with money in Silicon Valley Bank. 
Cryptos were staging a comeback fr… [+1897 chars]"
88,"{'id': 'business-insider', 'name': 'Business Insider'}",insider@insider.com (Alistair Barr),"How much will Silicon Valley Bank customers get back from the money they deposited? They may not recover it all, analysts say.","Silicon Valley Bank, known as SVB, was shut down by the FDIC on Friday. The government agency is trying to recoup money for depositors.",https://www.businessinsider.com/silicon-valley-bank-deposits-how-much-will-you-get-back-2023-3,https://i.insider.com/640cc6dd340fa00018fd99fa?width=1200&format=jpeg,2023-03-11T19:24:10Z,"Silicon Valley Bank was shut down on Friday and customers can't withdraw their money for now. There's a cash crunch happening, so how much will depositors get back in the end?
It's an important ques… [+2126 chars]"
89,"{'id': 'abc-news', 'name': 'ABC News'}",Kelly Livingston,Will Silicon Valley Bank's collapse impact the climate tech industry?,Silicon Valley Bank marketed itself as a climate tech-friendly bank. How will its collapse impact the industry?,https://abcnews.go.com/Business/silicon-valley-bank-marketed-climate-tech-friendly-bank/story?id=97850409,https://s.abcnews.com/images/Business/silicon-1-gty-er-230314_1678818073329_hpMain_16x9_992.jpg,2023-03-14T22:04:13Z,"Silicon Valley Bank's failure on Friday raises concerns over the potential impacts on the climate technology industry, where SVB was heavily involved.
""They went out of their way to attract entrepre… [+4831 chars]"
90,"{'id': 'business-insider', 'name': 'Business Insider'}",mchittum@insider.com (Morgan Chittum),Crypto just lost 3 of its most important banking partners in a week. Here's what experts say the impact will be on the industry.,Insider asked crypto execs and various experts where the industry will go after a slew of critical partners have been wiped out.,https://markets.businessinsider.com/news/currencies/crypto-market-outlook-banking-crisis-expert-forecasts-svb-signature-silvergate-2023-3,https://i.insider.com/636edce2f5877200181c958f?width=1200&format=jpeg,2023-03-13T19:55:07Z,"Crypto is facing a banking problem, with three of the industry's crucial financial partners shuttering in the past week.
Silicon Valley Bank, Silvergate Capital, and Signature all closed, and each h… [+3685 chars]"
91,"{'id': 'business-insider', 'name': 'Business Insider'}",rhogg@insider.com (Ryan Hogg),Silicon Valley Bank's collapse means startups and VCs face billions in losses,Moody's said up to a fifth of SVB's uninsured deposits may not be recovered if the bank is wound up.,https://www.businessinsider.com/svb-collapse-may-mean-losses-no-buyer-found-by-monday-2023-3,https://i.insider.com/640c8cb3ff11870018c4deda?width=1200&format=jpeg,2023-03-11T18:51:12Z,"The collapse of Silicon Valley Bank could leave startups and tech firms with losses that total billions of dollars. 
The Federal Deposit Insurance Corporation (FDIC) took control of America's 16th-l… [+3519 chars]"
92,"{'id': 'business-insider', 'name': 'Business Insider'}",rhogg@insider.com (Ryan Hogg),First Republic says its liquidity remains 'very strong' in bid to calm nerves following Silicon Valley Bank's collapse,"The regional bank said its average deposit was about $200,000, well under the $250,000 limit that's insured by the FDIC.",https://www.businessinsider.com/first-republic-says-liquidity-very-strong-bid-calm-nerves-2023-3,https://i.insider.com/640dc7beff11870018c4e50e?width=1200&format=jpeg,2023-03-12T14:00:00Z,"First Republic Bank sought to reassure customers that their deposits were safe as regional lenders scramble to dampen contagion fears sparked by the collapse of Silicon Valley Bank.
SVB was shut dow… [+3660 chars]"
93,"{'id': 'business-insider', 'name': 'Business Insider'}",jmann@insider.com (Jyoti Mann),A married couple who both worked for Silicon Valley Bank said they're 'grieving the loss' after its collapse,"""How could this have happened? I can't believe the team as I know it no longer exists,"" Cate Burbank wrote on LinkedIn.",https://www.businessinsider.com/married-couple-both-work-at-silicon-valley-bank-are-grieving-2023-3,https://i.insider.com/640d9f2d340fa00018fd9cab?width=1200&format=jpeg,2023-03-12T10:50:00Z,"A married couple who both worked for Silicon Valley Bank are ""grieving the loss"" of the bank after it collapsed on Friday.
Cate Burbank posted on LinkedIn Saturday to say she and her husband Cameron… [+1634 chars]"
94,"{'id': 'business-insider', 'name': 'Business Insider'}",prosen@insider.com (Phil Rosen),"Regulators didn't have to shutter Signature Bank, says Dodd-Frank Act coauthor Barney Frank, who helped oversee the lender: 'We could've continued'","""I think that if we'd been allowed to open tomorrow, that we could've continued,"" Frank told Bloomberg on Sunday.",https://markets.businessinsider.com/news/stocks/signature-bank-regulators-dodd-frank-barney-fed-silicon-valley-failure-2023-3,https://i.insider.com/640f3ecaff11870018c4ffa2?width=1200&format=jpeg,2023-03-13T16:30:16Z,"Former Congressman Barney Frank, the co-author of the Dodd-Frank Act and a board member of Signature Bank, said regulators didn't have to shutter the bank he helped oversee.
In an interview with Blo… [+2432 chars]"
95,"{'id': None, 'name': 'The Guardian'}",Reuters,What led to the collapse of Silicon Valley Bank?,Shutdown and takeover of bank by regulators can be traced to the Fed raising interest rates and risk-averse investors<ul><li>US regulators seize assets of Silicon Valley Bank amid institution’s failure</li></ul>The shutdown and takeover of Silicon Valley Bank…,https://www.theguardian.com/us-news/2023/mar/10/silicon-valley-bank-collapse-explainer,https://i.guim.co.uk/img/media/3d5e338b418b37e5dca28c573b2121d554ec2c82/0_200_6000_3600/master/6000.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=3560db5e1b730e2715dd58608917c15e,2023-03-10T22:20:16Z,"The shutdown and takeover of Silicon Valley Bank by regulators on Friday can be traced to the US Federal Reserve raising interest rates and souring the risk appetite of investors.
Here is the sequen… [+2192 chars]"
96,"{'id': 'business-insider', 'name': 'Business Insider'}",asheffey@businessinsider.com (Ayelet Sheffey),Why Trump is being called out in the Silicon Valley Bank collapse,Sens. Elizabeth Warren and Bernie Sanders called out Trump's 2018 rollback of parts of a key 2010 banking law following SVB's fallout. Here's why.,https://www.businessinsider.com/silicon-valley-bank-collapse-what-is-dodd-frank-trump-rollback-2023-3,https://i.insider.com/640f57c2f724e7001800c58f?width=1200&format=jpeg,2023-03-13T17:38:05Z,"Former President Donald Trump is catching heat for Silicon Valley Bank's collapse.
The reason goes back to 2018.
On Friday, regulators shut down Silicon Valley Bank following a tumultuous few days … [+4450 chars]"
97,"{'id': 'business-insider', 'name': 'Business Insider'}",edavid@insider.com (Emilia David),Silicon Valley Bank's meltdown shows that tech's elites need the government after all,"Tech insiders like VCs traditionally balk at government intervention. But when Silicon Valley Bank failed and their industry needed help, they changed their tune.",https://www.businessinsider.com/silicon-valley-bank-fdic-bailout-regulations-2023-3,https://i.insider.com/640f978da3b2a10018b2c528?width=1200&format=jpeg,2023-03-13T22:55:20Z,"The elites of the tech world, especially some high-profile venture capitalists, traditionally decry the notion of governmental influence on Silicon Valley.
But as the fallout from Silicon Valley Ban… [+3582 chars]"
98,"{'id': 'business-insider', 'name': 'Business Insider'}",insider@insider.com (Cheryl Teh),"The Silicon Valley Bank crisis is 'clearly' a bailout, says former FDIC chairman William Isaac","""It's not a bailout of the shareholders. They're getting wiped out. That's great, and they should be,"" Isaac, a former FDIC chairman, told Bloomberg.",https://www.businessinsider.com/former-fdic-chair-isaac-silicon-valley-bank-is-bailout-2023-3,https://i.insider.com/64101535a3b2a10018b2caa3?width=1200&format=jpeg,2023-03-14T08:40:02Z,"William Isaac, the former chairman of the Federal Deposit Insurance Corporation, said the authorities' handling of Silicon Valley Bank's collapse ""clearly"" constitutes a bailout. 
On Monday, Bloombe… [+1937 chars]"
99,"{'id': 'business-insider', 'name': 'Business Insider'}",prosen@insider.com (Phil Rosen),Silicon Valley Bank and inflation complicate the Fed’s next move,Insider's Phil Rosen explains how the latest CPI data and ongoing bank crisis impact the Fed's policy path.,https://www.businessinsider.com/silicon-valley-bank-inflation-cpi-fed-rate-hike-signature-crisis-2023-3,https://i.insider.com/63650f01ff27460018ed955a?width=1200&format=jpeg,2023-03-15T10:20:00Z,"Howdy team. Senior reporter Phil Rosen here. 
Everyday now we've been talking about Silicon Valley Bank SVB and I've had to catch myself several times from saying SBF Sam Bankman-Fried the guy behin… [+5016 chars]"
